category_name,question_text,option_a,option_b,option_c,option_d,correct_answer,complexity,disabled,image_url
Sports,Which team won five NBA titles in the 1980s?,New York Knicks,Chicago Bulls,Los Angeles Lakers,Boston Celtics,C,medium,false,
Sports,What NFL team did O.J. Simpson play for at the end of his career?,San Francisco 49ers,Oakland Raiders,Philadelphia Eagles,Miami Dolphins,A,medium,false,
Sports,What NBA team did Bill Walton lead to a NBA title?,Portland Trail Blazers,Utah Jazz,San Antonio Spurs,Houston Rockets,A,medium,false,
Sports,"What college basketball team did Billy King, general manager of the Philadelphia 76ers, play for?",Alabama,UCLA,Georgetown,Duke,D,medium,false,
Sports,What NBA team is known for their cowbells?,Atlanta Hawks,Portland Trail Blazers,Sacramento Kings,San Antonio Spurs,C,medium,false,
Sports,What NFL team went 1-15 during the 1989 season?,Houston Texans,Chicago Bears,Dallas Cowboys,The New York Jets,C,medium,false,
Sports,What team did Oklahoma beat in the 2000 Orange Bowl to win the national title?,Florida Sate,ISU,Miami,Nebraska,A,medium,false,
Sports,"What number did Ralph Kiner, who was inducted into the Baseball Hall of Fame in 1975, wear when he played for the Pittsburgh Pirates in the 40s and 50s?",11,7,3,4,D,medium,false,
Sports,"What number did Tom Seaver, who was elected to the Baseball Hall of Fame on January in 1992,  wear when he was a player for the New York Mets in the 1970s?",35,47,41,32,C,medium,false,
Sports,What number did Major League Baseball player Pete Rose wear when he played for the Cincinnati Reds?,14,5,4,7,A,medium,false,
Sports,"What number did  Baseball Hall of Famer, Rod Carew, wear on his uniform when he played for the Minnesota Twins?",33,6,29,44,C,medium,false,
Sports,What number did Don Mattingly wear when he played as a part-time first baseman and outfielder for the New York Yankees in 1983?,33,18,23,46,D,medium,false,
Sports,What number did baseball player Darryl Strawberry wear when he played for the Los Angeles Dodgers in the 1990s?,44,39,8,18,A,medium,false,
Sports,What number did American football quarterback Joe Montana wear when he played for the college team Notre Dame?,18,3,16,12,B,medium,false,
Sports,"What number did O. J. Simpson, a member of the Pro Football Hall of Fame, wear when he played for the Buffalo Bills in the 70s?",44,33,32,34,C,medium,false,
Sports,"What number did Kirby Puckett,  who was elected to the Baseball Hall of Fame in 2001, wear when he was a player for the Minnesota Twins?",14,34,32,18,B,medium,false,
Sports,"What number did Carlton Fisk, who was inducted into the Baseball Hall of Fame in 2000, wear when he played for the Chicago White Sox?",27,72,15,13,B,medium,false,
Sports,This college was first to have the first overall pick for both the NFL and the NBA in the same year.,Notre Dame,Texas,Utah,USC,C,medium,false,
Sports,Which two schools are given credit for playing the first college football game?,Chicago - Ohio State,UCLA - USC,Princeton - Rutgers,Purdue - Notre Dame,C,medium,false,
Sports,"In NCAA football, a conference can play a conference championship game if it has this many teams.",12,16,10,11,A,medium,false,
Sports,Which of these bascetball players scored 100 points in one college game?,Wilt Chamberlain,Rod Thorn,Frank Selvey,Kareem Abdul Jabbar,C,medium,false,
Sports,For which college did Wilt Chamberlain play?,Villanova,Kansas,UCLA,North Carolina,B,medium,false,
Sports,For which college  did Reggie Jackson play baseball?,Florida,UCLA,Texas,Arizona State,D,medium,false,
Sports,Which college used to have the nickname The Ramblin Wrecks?,Purdue,Georgia Tech,Texas Tech,Oklahoma State,B,medium,false,
Sports,Which college has the team nicknamed The Boiler Makers?,Florida,Purdue,Miami,Stanford,B,medium,false,
Sports,Which college has the team nicknamed The Sooners?,San Diego State,Oklahoma,Purdue,Florida,B,medium,false,
Sports,"Which college football team set the record for most consecutive wins, eventually losing to Notre Dame?",Oklahoma,USC,Nebraska,Army,A,medium,false,
Sports,Which three teams are eligible to win The Commanders Trophy ?,"Indiana, Purdue and Ball state.","UCLA, USC and Stanford","Harvard, Yale, and Princeton","Army, Navy and Air Force",D,medium,false,
Sports,"Which former football quarterback, inducted into the Pro Football Hall of Fame in 1977, was the MVP of the first two Super Bowls?",Art Donovan,Eric Dickerson,Al Davis,Bart Starr,D,medium,false,
Sports,"This former American football wide receiver, nicknamed Bambi, was inducted into the Pro Football Hall of Fame in 1978.",Don Hutson,Charlie Joiner,Bobby Mitchell,Lance Alworth,D,medium,false,
Sports,Who was the first person to become a member of both the Pro Football Hall of Fame and the Baseball Hall of Fame?,Cal Hubbard,Jackie Jensen,Dave Winfield,Bo Jackson,A,medium,false,
Sports,"Which former quarterback was named the Most Valuable Player of Super Bowl XXIX, and was inducted into the Pro Football Hall of Fame in 2005?",Jim Kelly,Bobby Layne,Norm Van Brocklin,Steve Young,D,medium,false,
Sports,"Which versatile athlete, inducted into the Pro Football Hall of Fame in 1963, won Olympic gold medals in the pentathlon and decathlon?",Kirk Gibson,Bo Jackson,Jim Thorpe,Jim Brown,C,medium,false,
Sports,"This legendary Green Bay Packers head coach, inducted into the Pro Football Hall of Fame in 1971, had the following maxim: Winning isnt everything; its the only thing.",Chuck Noll,Vince Lombardi,Tom Landry,Bill Parcells,B,medium,false,
Sports,"This retired cornerback, who played college football at Grambling University, was inducted into the Pro Football Hall of Fame on July 28, 1984.",Buck Buchanan,William Brown,Charlie Joiner,Willie Davis,B,medium,false,
Sports,Henry Aaron hit home run number 715 off of which Dodger pitcher?,Don Drysdale,Don Sutton,Al Downing,Sandy Koufax,C,medium,false,
Sports,What year did the Braves move to Atlanta?,1967,1965,1968,1966,D,medium,false,
Sports,What is Chipper Jones actual first name?,Peter,Paul,Larry,George,C,medium,false,
Sports,Atlanta Fulton County Stadium had what nickname?,Braveland,The Hot-Lanta,The Launching Pad,The Homer Dome,C,medium,false,
Sports,"The first couple of years in Atlanta, the Braves were considered lovable losers.  They won the first NL West title in 1969, the first year of divisional play.",True,False,,,A,medium,false,
Sports,This pitcher ended Pete Roses 44 game hit streak in 1978 with a strikeout.,John Smoltz,Bruce Sutter,Pat Jarvis,Gene Garber,D,medium,false,
Sports,"In the 1996 World Series, this Braves player hit a home run in his first two at-bats.",David Justice,Andruw Jones,Fred McGriff,Chipper Jones,B,medium,false,
Sports,"Who was the winning pitcher in game six of the 1995 World Series, 1-0 victory over the Cleveland Indians?",Steve Avery,Greg Maddux,John Smoltz,Tom Glavine,D,medium,false,
Sports,Who is considered the first modern heavyweight boxing champion?,Bob Fotzsimmons,Jimmy Ellis,John L. Sullivan,James J. Corbett,C,medium,false,
Sports,Which boxing heavyweight champ was the subject of the movie The Great White Hope?,Marvin Hart,Jack Johnson,Jersey Joe Walcott,Tommy Burns,B,medium,false,
Sports,Who lost the boxing heavyweight championship to Joe Louis?,Jack Dempsey,James J. Braddock,Jess Willard,Max Baer,B,medium,false,
Sports,"Who was the only undefeated boxing heavyweight champ, later killed in an airplane accident?",Floyd Patterson,Ezzard Charles,Leon Spinks,Rocky Marciano,D,medium,false,
Sports,A Swedish boxer once held the boxing heavyweight title.,True,False,,,A,medium,false,
Sports,From whom did Muhammad Ali get the championship the first time?,Leon Spinks,Cassius Clay,Sonny Liston,Floyd Patterson,C,medium,false,
Sports,Who did Muhammad Ali beat to get the boxing crown the second time?,Joe Frazier,Ernie Terrell,George Foreman,Ken Norton,C,medium,false,
Sports,Which boxers shared the boxing heavyweight crown in 1978 ?,"Ali, Spinks and Holmes","Norton, Spinks, Holmes and  Dokes",Ali and Norton,"Ali, Norton, Spinks, Holmes and Ali",D,medium,false,
Sports,How did boxer James J. Braddock get most of his money?,Shipping,Appearance fees,From Joe Louis,Boxing,C,medium,false,
Sports,What country did boxing champion Lennox Lewis represent?,Ireland,Canada,Texas,England,D,medium,false,
Sports,"Former NBA player, Michael Jeffrey Jordan was born on February 17, what year?",1965,1963,1960,1961,B,medium,false,
Sports,"What is the height of former NBA player, Michael Jordan?",68,6 6,67,65,B,medium,false,
Sports,Michael Jordan majored in geography at what university?,University of North Carolina,Duke University,Arizona State University,Florida State University,A,medium,false,
Sports,"After retiring from basketball in 1993, Michael Jordan spent the next year playing professional baseball.",True,False,,,A,medium,false,
Sports,Former NBA player Michael Jordan won his second Olympic gold medal in what year?,1992,1988,1996,1984,A,medium,false,
Sports,What number did Michael Jordan wear after the return to NBA from his first retirement?,23,15,45,3,C,medium,false,
Sports,"On January 19, 2000, Jordan returned to the NBA not as a player, but as part owner and President of Basketball Operations of which team?",The Washington Wizards,The Los Angeles Clippers,The Indiana Pacers,The Chicago Bulls,A,medium,false,
Sports,What former catcher managed the New York Mets in 1973?,Gil Hodges,Joe Frazier,Wes Westrum,Yogi Berra,D,medium,false,
Sports,"Joining the team in 1962, this former infielder, manager and coach was the first 3rd baseman to play for the New York Mets.",Wayne Garrett,Don Zimmer,Ed Charles,Elliot Maddox,B,medium,false,
Sports,This great pitcher of the New York Mets won the Rookie of the Year award in 1972 by going 15-10 with a 2.32 ERA.,Jerry Koosman,Tom Seaver,Jon Matlack,Nino Espinosa,C,medium,false,
Sports,"This right-handed Major League Baseball player won the World Series MVP award, and then became the first player to sign with new team after winning the award, joining the Orioles in 1987.",Lenny Dykstra,Dave Kingman,Ray Knight,Darryl Strawberry,C,medium,false,
Sports,"What Dominican Republic born baseball player, played shortstop for the New York Mets in 1979?",Mike Phillips,Frank Taveras,Tim Foli,Ray Sadecki,B,medium,false,
Sports,"What former Major League Baseball shortstop, who at the time played for the New York Mets, got into a fight with Pete Rose during the 1973 playoffs?",Tim Foli,Teddy Martinez,Bud Harrelson,Rafael Santana,C,medium,false,
Sports,"This former pitcher, manager and executive in Major League Baseball, who led the Philadelphia Phillies to their first World Series title in 1980, managed the New York Mets during 1993-96.",Dallas Green,Davey Johnson,Joe Torre,Bobby Valentine,A,medium,false,
Sports,"Who became owner of  Major League Baseball, New york Mets in 1961?",Nelson Doubleday,Lorinda De Roulet,Joan Payson,M. Donald Grant,C,medium,false,
Sports,"This baseball player, signed by the New York Yankees as an amateur free agent in 1976, played for the New York Mets during 1984-1987.",Rafael Santana,Kevin Elster,Larry Bowa,Al Pedrique,A,medium,false,
Sports,"After five seasons as a roving instructor for the Seattle Mariners, this man eventually got hired by the New York Mets as the pitching coach, a position he held for ten years.",Mel Stottlemyre,Joe Pignatano,Bob Apodaca,Rube Walker,A,medium,false,
Sports,This baseball player and American national icon was known as The Sultan of Swat.,Christy Mathewson,Babe Ruth,Lou Gehrig,Cy Young,B,medium,false,
Sports,Which multiple MVP winner was called the Georgia Peach?,Walter Johnson,Ty Cobb,Albert Belle,Eddie Murray,B,medium,false,
Sports,This Baseball Hall of Famer is known as The Splendid Splinter.,Johnny Bench,Ted Williams,Joe DiMaggio,Hank Aaron,B,medium,false,
Sports,Which Hall of Fame pitcher was known as Rapid Robert?,Bob Turley,Bob Esposito,Bob Miller,Bob Feller,D,medium,false,
Sports,"This former baseball player, called The Ol Perfesser, left his mark on the game as a manager.",Miller Huggins,Earl Weaver,Connie Mack,Casey Stengel,D,medium,false,
Sports,"This baseball player appeared in 14 World Series, won the American League MVP Award three times and was elected to the Hall of Fame in 1972. His given name is Lawrence Peter but hes better known under what nickname?",Dutch,L.P.,Yogi,Larry,C,medium,false,
Sports,This former baseball player called The Major won the World Series in his first two seasons as manager.,Ralph Houk,Earl Weaver,Joe McCarthy,Dick Howser,A,medium,false,
Sports,Which player for the New York Mets was called Choo-Choo?,Rusty Staub,Jerry Grote,Rod Kanehl,Clarence Coleman,D,medium,false,
Sports,"This baseball player, nicknamed True, was a three time 20-game winner for the Oakland As.",Jim Hunter,Dennis Eckersley,Vida Blue,Rollie Fingers,C,medium,false,
Sports,Which New York Yankee pitcher was known as Louisiana Lightning?,Fritz Peterson,Ron Guidry,Bob Turley,Mel Stottlemyre,B,medium,false,
Sports,"This baseball player, who started his career with the Texas Rangers in 1991 at the age of 19, is known as Pudge.",Rusty Greer,Alfonso Soriano,Doug Mirabelli,Ivan Rodriguez,D,medium,false,
