category_name,question_text,option_a,option_b,option_c,option_d,correct_answer,complexity,disabled,image_url
Music,This song was the top single in 1981.  This song broke the US Top 100 chart longevity record by spending 106 weeks on it.,Tainted Love,Dead Ringer,Oh Julie,One Day in Your Life,A,medium,false,
Music,This hit of Olivia Newton-John and its video made athletic wear fashionable in 1981.,Karma Chameleon,Synchronicity,Physical,Blue Monday,C,medium,false,
Music,In 1983 Michael Jackson released this album which sold more than 25 million copies.,Dangerous,Thriller,Blood on the Dance Floor,Bad,B,medium,false,
Music,This was the first western group to perform in China. They went there in 1985.,Wham!,The Bee Gees,The Smiths,Dire Straits,A,medium,false,
Music,In 1987 this album of Guns N Roses made huge success on both sides of the Atlantic. In the UK it stayed on the charts for 131 weeks and in the US it was on for 147 weeks.,14 Years,Lose Your Illusion I,Lose Your Illusion II,Appetite For Destruction,D,medium,false,
Music,"In 1981 MTV was first shown in this city, and the first video to be broadcasted was Video Killed the Radio Star by The Buggles.",Miami,New York,San Francisco,Washington,B,medium,false,
Music,In 1988 this song by Bobby McFerrin became one of the most overplayed songs of the century.,"Dont Worry, Be Happy",Circlesongs,Beyond Words,Bang! Zoom,A,medium,false,
Music,This was the last number 1 album of Police with the hit single Every breath you take. It appeared on the UK charts in 1983.,Synchronicity,Zenyatta Mondatta,Reggatta De Blanc,Ghost In The Machine,A,medium,false,
Music,"This was probably one of the most shocking deaths during the 80s. On December 8, 1980 this member of the Beatles was shot.",Paul McCartney,John Lennon,Ringo Starr,George Harrison,B,medium,false,
Music,Six oclock already I was just in the middle of a dream I was kissing Valentino by a crystal blue Italian stream,Bangles,Bananarama,Go-Gos,Heart,A,medium,false,
Music,And there are voices that want to be heard So much to mention but you cant find the words,Kim Carnes,Roxette,Bangles,Blondie,B,medium,false,
Music,"Fab Five Freddy told me everybody was fly DJ spinning I said, My, My",Blondie,Go-Gos,Annie Lennox,Cyndi Lauper,A,medium,false,
Music,Lying in my bed I hear the clock tick and think of you Caught up in circles confusion is nothing new,Kim Carnes,Bananarama,Roxette,Cyndi Lauper,D,medium,false,
Music,Goddess on a mountain top burning like a silver flame The summit of beauty and love and Venus was her name,Go-Gos,Roxette,Bananarama,Bangles,C,medium,false,
Music,"Then it happened one day, we came round the same way You can imagine his surprise when he saw his own eyes I said Please, please understand Im in love with another man",Cyndi Lauper,Heart,Blondie,Bangles,B,medium,false,
Music,"Show me a smile then, Dont be unhappy, cant remember When I last saw you laughing",Annie Lennox,Pat Benetar,Cyndi Lauper,Blondie,C,medium,false,
Music,"We are young, heartache to heartache we stand No promises, no demands",Kim Carnes,Blondie,Pat Benatar,Cyndi Lauper,C,medium,false,
Music,Do you hear them? They talk about us Telling lies but thats no surprise,Roxette,Bangles,Bananarama,Go-Gos,D,medium,false,
Music,What country sensation made her acting debut in Tremors?,Dolly Parton,LeAnn Rimes,Tanya Tucker,Reba McEntire,D,medium,false,
Music,"What county singer starred in the move,The Gambler?",Travis Trit,George Jones,Kenny Rogers,Dwight Yoakam,C,medium,false,
Music,This country singer made her debut in Nine to Five.,Reba McIntire,Tanya Tucker,Dolly Parton,Naomi Judd,C,medium,false,
Music,"This country star, who starred in Slingblade, has been to Hollywood more than once.",Willie nelson,Randy Travis,George strait,Dwight Yoakam,D,medium,false,
Music,"This country star has acted with some of the best, as he did in the movie, Black Dog.",Willie nelson,Travis Tritt,Randy Travis,Tim McGraw,C,medium,false,
Music,"This country singer preached a great sermon in the movie, The Redheaded Stranger.",Travis Tritt,Johnny Cash,Randy Travis,Willie Nelson,D,medium,false,
Music,"This actress portrayed country singer Patsy Cline in the movie, Sweet Dreams.",Jessica Lange,Beverly DAngelo,Reba McIntire,Sissy Spacek,A,medium,false,
Music,"This country artist sang his heart out in the motion picture, Pure Country.",Travis Tritt,Tim McGraw,Alan Jackson,George Strait,D,medium,false,
Music,What country music singer and songwriter made an Oscar winning performance in Alice Doesnt Live Here Anymore?,Waylon Jennings,Willie Nelson,Glen Campbell,Kris Kristofferson,D,medium,false,
Music,"What country singer plays Dr. Clint Cassidy on TV show, Doc?",Billy Ray Cyrus,Randy Travis,Travis Tritt,George Strait,A,medium,false,
Music,"We did not see him, but this country music singer was the balladeer for the The Dukes of Hazzard TV series.",Willie Nelson,Kris Kristofferson,Johnny Cash,Waylon Jennings,D,medium,false,
Music,What country singer made his acting debut in Black Cloud?,Tim McGraw,Travis Tritt,Willie Nelson,Dwight Yoakam,A,medium,false,
Music,"Who played country singer, Hank Williams Jr. in Living Proof: The Hank Williams Jr. Story (1983) (TV)?",George Hamilton,Richard Thomas,Kurt Russell,David Keith,B,medium,false,
Music,"Who played country music legend, Hank Williams Sr. in Your Cheatin Heart (1964)?",George Hamilton IV,Richard Thomas,George Hamilton,Travis Tritt,C,medium,false,
Music,This actress played Loretta Lynn in Coal Miners Daughter (1980).,Dolly Parton,Sissy Spacek,Beverly DAngelo,Jessica Lange,B,medium,false,
Music,"Who played with John Wayne in the 1969 motion picture, True Grit?",Kris Kristofferson,Glen Campbell,Travis Tritt,Mel Tillis,B,medium,false,
Music,"This country singer played in the 2004 remake of  the 1975 movie, The Stepford Wives, a story about 1950s housewives.",Faith Hill,Tanya Tucker,Reba McIntire,Wynona Judd,A,medium,false,
Music,Which movie is this soundtrack from?,Blues Brothers,Gangsters,Scarface,Mafia,A,medium,false,
Music,"In 1968, Janis Joplin recorded this song that begins with the line Sittin down by my window, Honey, lookin out at the rain.",Turtle Blues,Piece of My Heart,Ball and Chain,Combination of the Two,C,medium,false,
Music,"This 1967 hit that opens with the line You know that it would be untrue, you know that I would be a liar, was recorded by The Doors.",Touch Me,Love Her Madly,People Are Strange,Light My Fire,D,medium,false,
Music,"Seattle-born Jimi Hendrix recorded this 1968 song that contains the lyrics: There must be some kind of way out of here, said the joker to the thief.",Foxey Lady,All Along the Watchtower,Are You Experienced?,Purple Haze,B,medium,false,
Music,"This song, released in 1967 by the group Steppenwolf from Toronto, Canada starts with the line Get your motor running, head out on the highway.",Born to Be Wild,Screaming Night Hog,Magic Carpet Ride,Rock Me,A,medium,false,
Music,"Which song, released by The Rolling Stones in 1965, contains the following lyrics: I live in an apartment on the ninety-ninth floor of my block?",Honkey Tonk Woman,Gimme Shelter,Brown Sugar,Get Off of My Cloud,D,medium,false,
Music,"Which song, released by The Who in 1965 begins with the lyrics: People try to put us down, just because weve been around?",My Generation,Magic Bus,Behind Blue Eyes,Pinball Wizard,A,medium,false,
Music,"This song, included in the 1977 album by Fleetwood Mac, opens with the following lines: Now here you go again. You say you want your freedom.",The Chain,Say You Love Me,Dreams,Tusk,C,medium,false,
Music,"In 1965, The Beatles sang the lyrics, I think Im gonna be sad, I think its today, yeah, that come from which song?",Strawberry Fields Forever,Magical Mystery Tour,Norwegian Wood,Ticket To Ride,D,medium,false,
Music,"On a dark desert highway, cool wind in my hair is the opening line of which 1976 song, recorded by The Eagles?",Tequila Sunrise,Life in the Fast Lane,Hotel California,Witchy Woman,C,medium,false,
Music,"This hit, recorded in 1970 by Led Zeppelin, begins with the lyrics: We come from the land of the ice and snow, from the midnight sun where the hot springs blow.",Whole Lotta Love,The Immigrant Song,Good Times Bad Times,Black Dog,B,medium,false,
Music,"What 80s song are these lyrics from? When a problem comes along, you must whip it!","Why Not Whippet, by Slim Whitman the Whipettes",Whipped Again  by Musical Youth,Whip It  by Devo,Whip Dreams by Tangerine Dream,C,medium,false,
Music,"The following lyrics are from which 80s song and performer? I got my first real six-string, bought it at the five-and-dime",Summer of Unleaded by John Gold,Guitar Hog by Pluck This String,Summer of 69 by Bryan Adams,Summer of Love by Goldenseal,C,medium,false,
Music,"Which 80s song and performer are these lyrics from? Red , gold and green. Red, gold and green!",Teen Design by Debbie Gibson,Kratwerk Kolors by The Mannheim Steamroller,Karma Chameleon by Boy George and Culture Club,The Colors Song by Kajagoogoo,C,medium,false,
Music,Which of the following lyrics are not from a song written in the 1980s?,"Hotel, motel, Holiday Inn!","Our house, in the middle of our street.","I want to tell her that I love her, but the point is probly moot!",I bless the rain down in Africa!,A,medium,false,
Music,Name the song title and performer of these 80s lyrics: Hoping to find some old forgotten words or ancient melodies.,Johnny Loves Chachee!  by Bergman,Shout  by A-ha!,Africa by Toto,Alive and Kickin by Simple Minds,C,medium,false,
Music,What 80s song are these lyrics taken out of? The plan was we would share this feeling just between ourselves.,Synchronicity by Sting,Let the Music Play by Shannon,True by Spandau Ballet,Thriller by Michael Jackson,B,medium,false,
Music,Venus by Bananarama is the original version of the song.,True,False,,,B,medium,false,
Music,"In 1973 this singer, comedian and actress recorded The Night the Lights Went Out in Georgia, a song written by her husband, Bobby Russel.",Carol Burnett,Phyllis George,Dorothy Lyman,Vicki Lawrence,D,medium,false,
Music,"This group, formed in 1973 in Edinburgh, Scotland, had huge chart success in the UK with the song entitled Magic.",The Poppy Family,Pilot,Bay City Rollers,Nazareth,B,medium,false,
Music,"This pop singer and songwriter, born in Montreal, Canada performed Rock Me Gently, a  #1 hit single on the American charts in 1974.",Maria Muldaur,Tiny Tim,Donny Hathaway,Andy Kim,D,medium,false,
Music,"This band, formed in Nottingham in 1969, recorded the song The Night Chicago Died, which starts with the following words: My daddy was a cop on the east side of Chicago.",Bo Donaldson and The Heywoods,Jigsaw,Terrry Jacks,Paper Lace,D,medium,false,
Music,"This Brazilian singer and songwriter became famous with his 1975 hit, Feelings.",Dan Hill,Shaun Cassidy,Morris Albert,Rupert Holmes,C,medium,false,
Music,"This group, formed in 1969 at Rutgers University in New Jersey, had one #1 hit in 1972 -- Brandy (Youre A Fine Girl).",Looking Glass,Foghat,Sweet,Fleetwood Mac,A,medium,false,
Music,"This band, formed in New York City, became famous in 1973 with the hit single Dancing in the Moonlight.",King Vitamin,Krokus,King Harvest,King Crimson,C,medium,false,
Music,"This performer and songwriter recorded the song, I Like Dreamin , which reached #3 on the Billboard singles chart in 1976 and stayed in the Top 40 for a 20-week run.",Jimmy Greene,Michael Grey,Johnnie Whitaker,Kenny Nolan,D,medium,false,
Music,"This group released a cover of Brother Louie, a song about an interracial love affair, which begins with the words: She was black as the night, Louie was whiter than white.",The Stories,Hot Tuna,Thin Lizzy,10cc,A,medium,false,
Music,"This Grammy-winning American songwriter and singer released her most successful single, At Seventeen in 1975, a song about teenage fears and anxiety.",Jean Knight,Phoebe Snow,Melba Moore,Janis Ian,D,medium,false,
Music,Busted flat in Baton Rouge Waiting for a train I was feeling nearly as faded as my _______,Soul,Jeans,Flower,Hair,B,medium,false,
Music,The worst is over now And we can breathe again I wanna hold you high and steal ______,your wallet,my pain,your pants,your car,B,medium,false,
Music,Call you up in the middle of the night Like a firefly without any light You were there like a ________,flashlight shinin,blowtorch burnin,crying on the stair,madman screamin,B,medium,false,
Music,Nothings true and nothings right So let me be alone tonight Cause you cant change the way I am Are you ___________,ever gonna leave me alone,strong enough to be my man,going to leave me here,in my room again,B,medium,false,
Music,Ive seen your face a thousand times Every day weve been apart And I dont care about ________,"the weather, yeah","deception, yeah","the bad guys, yeah","the sunshine, yeah",D,medium,false,
Music,Say it aint so I will not go Turn the lights off ______________,Its too bright in here,Leave me alone,Carry me home,Lets go to bed,C,medium,false,
Music,Ones got a weasel and the others got a flag Ones on the pole shove the other in a  _______.,bag,rag,jag,mag,A,medium,false,
Music,Im so happy Cause today I found my friends theyre in my head Im so ugly Thats okay cause so ________,Im not scared,is my sister,are you,is your mom,C,medium,false,
Music,I am a little bit of loneliness a little bit of disregard But thats okay cause I cant help the fact That everyone can see these ___________,cars,wars,scars,bars,C,medium,false,
Music,Youll get the message by the time Im through When I complain about ________,that stinky shoe,the boys in blue,me and you,how much I grew,C,medium,false,
Music,"This band from the 80s, formed in Leeds, England, had a huge hit in 1981 with Tainted Love.",A-Ha,Soft Cell,Depeche Mode,Tears For Fears,B,medium,false,
Music,"What British one-hit wonder group struck gold in 1991 with their #1 hit the U.S, Im Too Sexy?",The Tubes,Flock of Seagulls,Right Said Fred,Siouxee and The Banshees,C,medium,false,
Music,This American-born singer had a #1 hit in the U.S  with The Loco-Motion.,Lucretia MacEvil,Little Eva,Beatrix Potter,Lesley Gore,B,medium,false,
Music,"This American-born one-hit wonder singer/rapper had a #1 hit in 1990 with the song Ice, Ice Baby.",Sir- Mix - Alot,Vanilla Ice,Kid Rock,Flynilla Ice,B,medium,false,
Music,Which American-born  one-hit wonder singer/actress had a huge hit in 1982 with Mickey?,Cyndi Lauper,Laura Nyro,Phoebe Snow,Toni Basil,D,medium,false,
Music,This Jamaican-born singer struck gold in 1974 with his #1 U.S/U.K single Kung-Fu Fighting.,Carl Weathers,Carl Douglas,Carl Thomas,Fred Douglas,B,medium,false,
Music,This American-born one-hit wonder singer had a #5 hit in the U.S. in 1967 with San Francisco (Be Sure to Wear Flowers In Your Hair).,Scott McKenzie,Peter Tork,Desi Arnaz Jr.,John Phillips,A,medium,false,
Music,Which Grammy Award-winning singer recorded the huge 1991hit Walking in Memphis?,Benny Mardones,Norman Greenbaum,Marc Cohn,Curtis Stigers,C,medium,false,
Music,This one-hit wonder rapper/producer hit the big time in 1992 with Baby Got Back.,MC Serch,MC Hammer,Sir Mix-a-Lot,Gerardo,C,medium,false,
Music,This American one-hit wonder duo struck it rich in 1969 with their U.S  #1 hit In the Year 2525.,Chad  Jeremy,Zager  Evans,Peter  Gordon,Proctor  Gamble,B,medium,false,
Music,"This Canadian band came out with the song Safety Dance, which after being released in 1982 in the USA, soared to the top of the billboard charts.",Men Without Hats,The Tubes,Asia,Flock of Seagulls,A,medium,false,
Music,"The song Pac Man Fever was created after the video game Pac Man, which was a craze that swept the USA in the 80s. Who recorded the song in 1982?",Buckner and Garcia,Rupert Holmes,Ashford and Simpson,Split Enz,A,medium,false,
Music,"This singer performed the song Never Gonna Give You Up, which after being released in 1987, spent five weeks at the top of the British charts.",David Lee Roth,Timmy T.,John Cougar,Rick Astley,D,medium,false,
Music,"In 1982 this progressive rock group released Heat Of The Moment, a song that reached #4 on US charts.",Genesis,Toto,Survivor,Asia,D,medium,false,
Music,This Australian reggae-influenced rock band released their debut album Business As Usual in 1982.,Culture Club,Kajagoogoo,Men Without Hats,Men At Work,D,medium,false,
Music,"This Guyana-born musician released the song Electric Avenue which, in 1983, became both U.S. and UK number 2?",Eddy Grant,Bob Marley,Ziggy Marley,Robbie Shakespeare,A,medium,false,
Music,"This African American soul singer released the 1985 album Rock Me Tonight, which contains two Top 20 songs, You Are My Lady and Rock Me Tonight ( for Old Times Sake).",Billy Ocean,Jermaine Jackson,Peabo Bryson,Freddie Jackson,D,medium,false,
Music,"This RB and dance music singer recorded her first album at the age of 12. The album, produced and arranged by  Van McCoy featured the disco tune When Youre Young and in Love.",Cyndi Lauper,Stacy Lattisaw,Stacy Q,Pebbles,B,medium,false,
Music,"This British pop-reggae band recorded the hit Pass the Dutchie, one of the best-selling singles of 1982.",New Edition,Musical Youth,Boyz to Men,The Jacksons,B,medium,false,
Music,"In 1987 this rock-jazz-pop band released their debut album entitled Its Better To Travel , which included the single Breakout.",Will To Power,Swing Out Sister,The Pet Shop Boys,Shakespeares Sister,B,medium,false,
Music,"Jody Watley was a part of this disco-driven group, founded in the late 70s.",K. C and The Sunshine Band,Chic,Shalamar,Mary Jane Girls,C,medium,false,
Music,"Peter Wolf played with this popular rock and roll band in the 70s, that moved toward a more pop-influenced style in the 80s.",J. Geils Band,The Knack,The Romantics,Aerosmith,A,medium,false,
Music,"Although Limahl  was later fired after a disagreement, this group went to number 1 on the UK charts with his help.",Duran Duran,Kajagoogoo,Modern English,A-Ha,B,medium,false,
Music,"Morrissey was a member of this British rock group from 1982 to 1987, before leaving to focus on his solo career.",Pet Shop Boys,The Smiths,New Order,Spandau Ballet,B,medium,false,
Music,Which of these bands was Steve Winwood not a member of?,Spencer Davis Group,Cream,Blind Faith,Traffic,B,medium,false,
Music,Jimmy Jam and Terry Lewis were members of The Time.,False,True,,,B,medium,false,
Music,"Don Henley was a vocalist, drummer, and guitarist with this group.",Jefferson Starship,The Doobie Brothers,The Eagles,Fleetwood Mac,C,medium,false,
Music,Belinda Carlisle used to do lead vocals for this 80s punk girl group.,The Go Gos,Bananarama,The Bangles,Psychedelic Furs,A,medium,false,
Music,Steve Perry made his public debut as singer for this band in October 1977.,Loverboy,Boston,Journey,Electric Light Orchestra (ELO),C,medium,false,
Music,Name the performer of this 80s hit song.,Kim Wilde,Devo,Katrina  the Waves,Eurythmics,A,medium,false,
Music,If You Want Blood Youve Got It,AC/DC,King Diamond,Rush,Kiss,A,medium,false,
Music,Diary of a Madman,Marilyn Manson,Ozzy Osbourne,Alice Cooper,David Bowie,B,medium,false,
Music,The Sad Wings of Destiny,Judas Priest,Dream Theater,Iron Maiden,Exodus,A,medium,false,
Music,Operation: Mindcrime,Tesla,Twisted Sister,Megadeth,Queensryche,D,medium,false,
Music,Killing is my Business...and Business is Good,Cannibal Corpse,Death Angel,Grim Reaper,Megadeth,D,medium,false,
Music,Zipper Catches Skin,Warrant,Poison,Alice Cooper,Cinderella,C,medium,false,
Music,Fabulous Disaster,Testament,Nuclear Assault,Exodus,Anthrax,C,medium,false,
Music,Piece of Mind; Powerslave; Live After Death,Iron Maiden,Dio,Dokken,Dangerous Toys,A,medium,false,
Music,This Toilet Earth; Ragnarok,Biohazard,Gwar,Metal Church,Corrosion of Conformity,B,medium,false,
Music,La Sexorcisto: Devil Music Volume 2,Great White,Whitesnake,White Zombie,White Lion,C,medium,false,
Music,"The Woodstock Music and Art Festival, was held in Bethel, New York, on 15, 16, and 17 August of what year?",1968,1967,1966,1969,D,medium,false,
Music,"Vanilla Fudge was an American psychedelic rock band, whose members included organist Mark Stein, bassist Tim Bogert, lead guitarist Vince Martell, and this well-travelled and versatile rock drummer.",Jeff Lynne,John Bonham,Carmine Appice,Kenny Jones,C,medium,false,
Music,"What year did British rock band, Led Zeppelin release their first, self-titled album?",1969,1967,1968,1966,A,medium,false,
Music,"The Mothers of Invention were a rock and roll band active from the 1960s to the 1990s, that originally consisted of drummer Jimmy Carl Black, bassist Roy Estrada, saxophonist Davy Coronado, guitarist Ray Hunt, and singer Ray Collins.  After Ray Hunt left the group in 1964, what  famous American composer, guitarist, singer and satirist took his spot?",Phil Lynott,Captain Beefheart,Frank Zappa,Lowell George,C,medium,false,
Music,"British progressive rock band, Procol Harum, was formed in the early 1960s by Robin Trower and this lead singer, who was awarded the Member of the Order of the British Empire in the Queens Birthday Honours on June 14, 2003.",Johnnie Winter,Robert Palmer,Jeff Lynne,Gary Brooker,D,medium,false,
Music,"This British rock band, best-known for their hit singles Keep On Running, Gimme Some Lovin and Im a Man, was vocalist Steve Winwoods first group.",Spencer Davis Group,Blind Faith,Traffic,Moody Blues,A,medium,false,
Music,"Musician Donovan Philips Leitch, simply known as Donovan, was born on May 10, 1946 in what country?",England,Scotland,Bolivia,United States,B,medium,false,
Music,"Jimmy Page, one of the most influential guitarists in rock and roll, played for this band, before forming Led Zeppelin.",The Zombies,Gerry and the Pacemakers,The Animals,The Yardbirds,D,medium,false,
Music,What is the name of the song which was a #1 hit for The Knack in 1979?,My Corona,My Sharona,Knack Three Times,My Bologna,B,medium,false,
Music,Which song recorded by Simon  Garfunkel was a # 1 song in 1970?,Bridge Over Troubled Water,50 Ways To Leave Your Lover,Me And Julio,Cecilia,A,medium,false,
Music,What hit performed by The Rolling Stones was a # 1 song in 1973?,Satisfaction,Wild Horses,Angie,Get Used To It,C,medium,false,
Music,The group Chicago scored big in 1976 with this #1 song.,Colour My World,If You Leave Me Now,Saturday in The Park,Feeling Stronger Everyday,B,medium,false,
Music,What is the name of this song that was a #1 hit for Debby Boone in 1977?,Midnight at The Oasis,You Light up My Life,At Seventeen,Those Were the Days,B,medium,false,
Music,What song by Andy Gibb topped the charts in 1977?,The Nights on Broadway,Shadow Dancing,Thicker Than Water,I Just Want to Be Your Everything,D,medium,false,
Music,Which song was a #1 hit for The Jackson 5 in 1970?,The Love You Save,Ease on Down the Road,Ben,Dancing Machine,A,medium,false,
Music,Which song was a #1 hit for Olivia Newton-John in 1974?,Have You Ever Been Mellow,Youre No Good,I Honestly Love You,Hopelessly Devoted to You,C,medium,false,
Music,What song by Don McLean became a #1 song in  the U.S in 1972?,American Pie,The Lion Sleeps Tonight,Irreplaceable,Vincent,A,medium,false,
Music,He is best known for his 1976 Top 5 single Lonely Boy and the 1978 single Thank You For Being A Friend.,Burton Cummings Jr.,Andrew Gold,Leo Sayer,Henry Gross,B,medium,false,
Music,"Who sang How Long,  a single with significant chart success, achieving a place in the top 20 UK Singles Chart, and reaching number 3 USA charts?",Pablo Cruise,Poco,Average White Band,Ace,D,medium,false,
Music,"What year did the song Gypsies, Tramps and Thieves skyrocket to the top of the charts?",1980,1973,1975,1971,D,medium,false,
Music,"Who performed 70s hit, Undercover Angel?",Alan O Day,Leo Sayer,David Cassidy,Rick Springfield,A,medium,false,
Music,"Who performed Day after Day, a track from the 1971 album, Straight Up?",Dave Mason,Traffic,Dan Hill,Badfinger,D,medium,false,
Music,"What early to mid-1970s group, originally called Blåblus, made a successful cover of B. J. Thomas 1969 song, Hooked on a Feeling?",Blue Swede,Blues Image,Blues Magic,Blues Traveler,A,medium,false,
Music,"Hitch hike was a dance craze of 1960s, which started with the 1963 Marvin Gaye hit, Hitch Hike and re-energized with Hitchin a Ride, a hit song performed by this band in 1970.",Vanity Fare,ABBA,White Plains,Coven,A,medium,false,
Music,"Their career took off in 1971 with Hey You Love, after which two number one hits followed --  Hello-A and How Do You Do, in 1972.",Mouth and MacNeal,Henry Gross,Cymarron,England Dan and John Ford Coley,A,medium,false,
Music,"Chevy Van, a 1974 song which tells a story about a driver, who picks up a girl, was performed by what singer?",Sammy Johns,Sherman Kelly,Coven,Alive  and Kicking,A,medium,false,
Music,"Who sang the massive, international 1974 hit, Beach Baby?",First Class,Gladys Knight  The Pips,Fifth Dimension,The Beach Boys,A,medium,false,
Music,"What British pop group performed several hit songs, including the 1970 My Baby Loves Lovin and the 1971 When You Are a King.",White Plains,Johnny Maestro and The Brooklyn Bridge,The Manhattans,Boston,A,medium,false,
Music,"What rock band, originally called Fat City, sang the 1976 hit, Afternoon Delight?",The Mamas and the Papas,Starland Vocal Band,Heart,Abba,B,medium,false,
Music,"What British singer performed the 1972 hit, Beautiful Sunday?",Bryan Adams,Paul Revere and The Raiders,Daniel Boone,Leo Sayer,C,medium,false,
Music,"What RB and soul singer, best known for her hits in the 1970s, performed the single, Right Back Where We Started From in 1975?",Maxine Nightingale,Natalie Cole,Crystal Gayle,Diana Ross,A,medium,false,
Music,"Who performed the hit song Having My Baby in 1976, in duet with Odia Coates?",Paul Anka,Starbuck,Paul Revere and The Raiders,Paul Williams,A,medium,false,
Music,Elvis made his first record as a surprise gift for his mom.,False,True,,,B,medium,false,
Music,Where did Elvis movie Jailhouse Rock premiere?,"Memphis, Tennessee","Nashville, Tennessee","New York, New York","Hollywood, California",A,medium,false,
Music,What Elvis Presley song was written by Mac Davis and had the alternate title The Vicious Circle ?,Way Down,In the Ghetto,Suspicious Minds,Return to Sender,B,medium,false,
Music,Is there really  a Heartbreak Hotel down at the end of Lonely Street as the famous Elvis song goes?,No,Yes,,,B,medium,false,
Music,Who was in an Elvis movie as a child and then went on to play him as an adult?,Mel Gibson,Kurt Russell,Ronnie McDowell,Don Johnson,B,medium,false,
Music,Which President did Elvis meet at the White House?,Ronald Regan,Richard Nixon,Jimmy Carter,Bill Clinton,B,medium,false,
Music,The American rock band Survivor had a #1 song in 1982. What was the name of this song?,Call Me,Eye of the Tiger,Heat of the Moment,Waiting for a Girl Like You,B,medium,false,
Music,Welsh singer Bonnie Tyler had massive success with what #1 song in 1983?,Its A Heartache,Queen of Hearts,Total Eclipse of the Heart,The Tide Is High,C,medium,false,
