category_name,question_text,option_a,option_b,option_c,option_d,correct_answer,complexity,disabled,image_url
Computer - ArgoCD v2,What is Argo CD primarily used for?,Declarative GitOps continuous delivery for Kubernetes,Compiling Go binaries,Replacing the container runtime,Serving DNS records only,A,easy,false,
Computer - ArgoCD v2,"In Argo CD, what is the usual source of truth for desired application state?",Git repository,Live Pod logs,Node kernel table,Browser cache,A,easy,false,
Computer - ArgoCD v2,Which status means the live cluster does not match the target manifests?,OutOfSync,Healthy,Suspended,Accepted,A,easy,false,
Computer - ArgoCD v2,Which feature lets Argo CD automatically remove resources that disappear from Git?,Pruning,Port forwarding,Node affinity,Image building,A,medium,false,
Computer - ArgoCD v2,Which automated sync option corrects manual drift in the cluster?,selfHeal,allowEmpty,passCredentials,namespaceResourceBlacklist,A,medium,false,
Computer - ArgoCD v2,Which annotation sets a sync wave of 5?,"argocd.argoproj.io/sync-wave: ""5""",argocd.io/wave: 5,kubernetes.io/sync-wave: 5,helm.sh/sync-phase: 5,A,medium,false,
Computer - ArgoCD v2,Which sync hook phase runs before main resource application?,PreSync,PostSync,SyncFail,DeleteOnly,A,easy,false,
Computer - ArgoCD v2,Which hook phase runs after a successful sync and healthy resources?,PostSync,PreSync,SyncFail,Skip,A,medium,false,
Computer - ArgoCD v2,Which hook type indicates Argo CD should skip applying that manifest?,Skip,Ignore,Void,Exclude,A,hard,false,
Computer - ArgoCD v2,Which ApplicationSet generator is best for creating one application per cluster registered in Argo CD?,Cluster generator,List generator only,Matrix generator only,Webhook generator,A,medium,false,
Computer - ArgoCD v2,Which ApplicationSet generator combines two parameter streams to create combinations?,Matrix generator,Git generator,SCM Provider generator,Pull Request generator,A,hard,false,
Computer - ArgoCD v2,"Which component generates manifests from Git, Helm, Kustomize, or Jsonnet sources?",Repository server,Dex,Redis,Kubernetes scheduler,A,medium,false,https://argo-cd.readthedocs.io/en/stable/assets/argocd_architecture.png
Computer - ArgoCD v2,Which component watches applications and compares live state to desired state?,Application controller,Repository server,Dex,Kong proxy,A,medium,false,https://argo-cd.readthedocs.io/en/stable/assets/argocd_architecture.png
Computer - ArgoCD v2,Which Argo CD component handles UI and CLI API requests?,API server,ApplicationSet generator,kubelet,etcd,A,easy,false,https://argo-cd.readthedocs.io/en/stable/assets/argocd_architecture.png
Computer - ArgoCD v2,Which Argo CD feature limits which Git repositories and clusters an application may use?,AppProjects,Kubernetes NodePorts,Traefik middlewares,Kong routes,A,medium,false,
Computer - ArgoCD v2,Which field in an Application points to the target cluster and namespace?,destination,source,projectPolicy,syncWindowOnly,A,medium,false,
Computer - ArgoCD v2,Which field in an Application points to Git/Helm/Kustomize content?,source,destination,finalizers,conditions,A,easy,false,
Computer - ArgoCD v2,Which sync option is often used when CRDs are installed in the same sync and dry-run would otherwise fail?,SkipDryRunOnMissingResource=true,CreateNamespace=false,PruneLast=false,Validate=true only,A,hard,false,
Computer - ArgoCD v2,Which sync option uses Kubernetes server-side apply?,ServerSideApply=true,ClientApply=false,ApplyByApiServer=false,UseKubectl=false,A,hard,false,
Computer - ArgoCD v2,Which sync option uses replace/create behavior rather than apply?,Replace=true,Prune=false,Validate=false,SelfHeal=true,A,hard,false,
Computer - ArgoCD v2,What does ignoreDifferences configure?,Fields or resources ignored during diff comparison,Whether to ignore all cluster authentication,Whether to disable Git fetching,How to hide every unhealthy application,A,hard,false,
Computer - ArgoCD v2,Which resource tracking approach is less likely to conflict with an app.kubernetes.io/instance label used by other tools?,Annotation-based tracking,No tracking,Tracking by Node IP,Tracking by Service port,A,hard,false,
Computer - ArgoCD v2,Which Argo CD object can define sync windows?,AppProject,Secret,ConfigMap only,ClusterRoleBinding only,A,hard,false,
Computer - ArgoCD v2,Which Argo CD feature is intended to detect resources in a namespace that are not managed by applications?,Orphaned resources monitoring,Dex SSO,PodDisruptionBudget,ACME resolver,A,hard,false,
Computer - ArgoCD v2,Which manifest tool is natively supported as an Argo CD source type?,Kustomize,Puppet manifest only,Chef recipe only,Ansible playbook only without plugins,A,easy,false,
Computer - ArgoCD v2,Which source type renders charts before applying Kubernetes manifests?,Helm,ClusterRole,Kubelet,Redis,A,easy,false,
Computer - ArgoCD v2,Which Application finalizer behavior is associated with deleting managed resources when the Application is deleted?,resources-finalizer.argocd.argoproj.io,ownerReferences.disabled,sync-wave.finalizer,appset.prune.disabled,A,hard,false,
Computer - ArgoCD v2,Which option lets Argo CD create the destination namespace during sync when configured?,CreateNamespace=true,MakeNamespace=true,NamespaceAuto=true,DestinationCreate=true,A,medium,false,
Computer - ArgoCD v2,Which Argo CD command-line tool is used for automation and CI integration?,argocd CLI,kubectl-proxy only,helmfile only,deck CLI,A,easy,false,
Computer - ArgoCD v2,Which notification style can trigger based on application sync and health status?,Argo CD notifications,Kubelet taints,Kong plugins,Traefik entryPoints,A,medium,false,
Computer - ArgoCD v2,Which project control restricts the kinds of cluster-scoped resources an app may deploy?,clusterResourceWhitelist or blacklist,route hosts,Service nodePorts,Docker labels only,A,hard,false,
Computer - ArgoCD v2,Which project control restricts the namespaces or clusters apps may deploy to?,destinations,sources only,roles only,helm parameters only,A,medium,false,
Computer - ArgoCD v2,Which sync behavior is safer to leave disabled unless you really expect an app to manage zero resources?,allowEmpty,selfHeal,manual refresh,normal diffing,A,hard,false,
Computer - ArgoCD v2,Which Argo CD feature lets a CI pipeline deploy by committing manifest changes rather than calling the cluster API directly?,Automated GitOps sync,kubectl exec,NodePort exposure,Manual SSH deployment,A,medium,false,
Computer - ArgoCD v2,"In the architecture diagram, which component sits between Git sources and generated manifests?",Repository server,Dex,Redis,Kubernetes worker node,A,medium,false,https://argo-cd.readthedocs.io/en/stable/assets/argocd_architecture.png
Computer - ArgoCD v2,True or False: Argo CD follows a GitOps model where Git stores the desired application state.,True,False,,,A,easy,false,
Computer - ArgoCD v2,True or False: Argo CD is primarily a container runtime replacement for containerd.,True,False,,,B,easy,false,
Computer - ArgoCD v2,True or False: An Argo CD Application includes source and destination information.,True,False,,,A,easy,false,
Computer - ArgoCD v2,True or False: The OutOfSync status means the live state differs from the desired target state.,True,False,,,A,easy,false,
Computer - ArgoCD v2,True or False: Automated sync can apply changes without a CI pipeline directly calling the Argo CD API server.,True,False,,,A,medium,false,
Computer - ArgoCD v2,True or False: Pruning removes resources from Git while keeping orphaned live resources forever.,True,False,,,B,medium,false,
Computer - ArgoCD v2,True or False: Self-heal can correct cluster drift caused by manual changes.,True,False,,,A,medium,false,
Computer - ArgoCD v2,True or False: allowEmpty is a safety setting related to syncing an application to zero resources.,True,False,,,A,hard,false,
Computer - ArgoCD v2,True or False: Sync waves are ordered from highest number to lowest for normal creation.,True,False,,,B,hard,false,
Computer - ArgoCD v2,True or False: Hooks and resources are assigned to wave zero by default.,True,False,,,A,hard,false,
Computer - ArgoCD v2,True or False: PreSync and PostSync are hook phases in Argo CD.,True,False,,,A,medium,false,
Computer - ArgoCD v2,True or False: A SyncFail hook runs only after a sync succeeds and all resources are healthy.,True,False,,,B,medium,false,
Computer - ArgoCD v2,True or False: AppProjects can restrict repositories and target destinations.,True,False,,,A,medium,false,
Computer - ArgoCD v2,True or False: ApplicationSet is used only to delete Argo CD Applications and cannot generate them.,True,False,,,B,medium,false,
Computer - ArgoCD v2,True or False: A Cluster generator can create ApplicationSet parameters from clusters known to Argo CD.,True,False,,,A,medium,false,
Computer - ArgoCD v2,True or False: The repository server is responsible for rendering manifests from supported source tools.,True,False,,,A,medium,false,
Computer - ArgoCD v2,True or False: Dex is commonly used by Argo CD for SSO integration.,True,False,,,A,medium,false,
Computer - ArgoCD v2,True or False: ignoreDifferences can be used to ignore specified fields during comparison.,True,False,,,A,hard,false,
Computer - ArgoCD v2,True or False: ServerSideApply=true tells Argo CD to use client-side only apply semantics.,True,False,,,B,hard,false,
Computer - ArgoCD v2,True or False: Replace=true changes sync behavior toward replace/create instead of normal apply.,True,False,,,A,hard,false,
Computer - ArgoCD v2,True or False: CreateNamespace=true can allow Argo CD to create a destination namespace during sync.,True,False,,,A,medium,false,
Computer - ArgoCD v2,"True or False: Argo CD supports Helm, Kustomize, Jsonnet, and plain YAML sources.",True,False,,,A,medium,false,
Computer - ArgoCD v2,True or False: Argo CD cannot manage multiple Kubernetes clusters.,True,False,,,B,easy,false,
Computer - ArgoCD v2,True or False: Resource tracking helps Argo CD associate live objects with an Application.,True,False,,,A,hard,false,
Computer - ArgoCD v2,True or False: A manual sync is impossible when automated sync is disabled.,True,False,,,B,easy,false,
