category_name,question_text,option_a,option_b,option_c,option_d,correct_answer,complexity,disabled,image_url
Computer - GitLab,A GitLab pipeline can run automatically when code is pushed to a branch.,True,False,,,A,easy,false,
Computer - GitLab,A GitLab pipeline can be manually run when configured or permitted.,True,False,,,A,easy,false,
Computer - GitLab,GitLab CI/CD jobs are executed by GitLab runners.,True,False,,,A,easy,false,
Computer - GitLab,GitLab runners are part of the Git object database format itself.,True,False,,,B,easy,false,
Computer - GitLab,Jobs in the same GitLab CI/CD stage can run in parallel.,True,False,,,A,easy,false,
Computer - GitLab,Stages in a basic GitLab pipeline run in sequence.,True,False,,,A,easy,false,
Computer - GitLab,The needs keyword can let jobs run based on dependencies instead of waiting for every job in earlier stages.,True,False,,,A,hard,false,
Computer - GitLab,The rules keyword is evaluated to decide whether a job is included or excluded.,True,False,,,A,medium,false,
Computer - GitLab,Rules can rely on dotenv variables created by earlier job scripts because rules are evaluated after all jobs finish.,True,False,,,B,hard,false,
Computer - GitLab,workflow: rules can control whether a GitLab pipeline is created.,True,False,,,A,hard,false,
Computer - GitLab,A GitLab job artifact can include build output or report files.,True,False,,,A,easy,false,
Computer - GitLab,"By default, later GitLab jobs can fetch artifacts from jobs in earlier stages.",True,False,,,A,medium,false,
Computer - GitLab,GitLab cache and job artifacts are exactly the same feature.,True,False,,,B,easy,false,
Computer - GitLab,A manual job is intended to be started manually rather than automatically.,True,False,,,A,easy,false,
Computer - GitLab,allow_failure can allow a job failure without failing the whole pipeline.,True,False,,,A,medium,false,
Computer - GitLab,Hidden jobs in GitLab CI/CD YAML are processed as normal jobs and always run.,True,False,,,B,medium,false,
Computer - GitLab,Hidden jobs can be used as reusable templates with mechanisms such as extends or YAML anchors.,True,False,,,A,hard,false,
Computer - GitLab,The default keyword can set default values for job keywords.,True,False,,,A,medium,false,
Computer - GitLab,Runner tags can help GitLab match jobs to appropriate runners.,True,False,,,A,medium,false,
Computer - GitLab,"GitLab runner scopes include instance, group, and project runners.",True,False,,,A,medium,false,
Computer - GitLab,A project runner is associated with a specific project.,True,False,,,A,easy,false,
Computer - GitLab,"An instance runner is available to every project in a GitLab instance, subject to configuration and access.",True,False,,,A,medium,false,
Computer - GitLab,GitLab-hosted runners are available for GitLab.com and GitLab Dedicated offerings.,True,False,,,A,medium,false,
Computer - GitLab,A GitLab job log shows the execution history and output of a CI/CD job.,True,False,,,A,easy,false,
Computer - GitLab,A GitLab CI/CD job token is intended to grant permissions only while the job is running.,True,False,,,A,hard,false,
Computer - GitLab,GitLab masks the CI/CD job token in job logs.,True,False,,,A,hard,false,
Computer - GitLab,Masked variables are intended to reduce accidental exposure of sensitive values in job logs.,True,False,,,A,medium,false,
Computer - GitLab,Protected variables are meant to be exposed to every unprotected branch by default.,True,False,,,B,medium,false,
Computer - GitLab,Protected branches can control who may push or merge code changes.,True,False,,,A,medium,false,
Computer - GitLab,Protected branches can help prevent accidental deletion of critical branches.,True,False,,,A,medium,false,
Computer - GitLab,The default branch of a GitLab repository is protected by default.,True,False,,,A,medium,false,
Computer - GitLab,A CODEOWNERS file can identify users or groups responsible for specific files or directories.,True,False,,,A,medium,false,
Computer - GitLab,"For Code Owner approvals on protected branches, the target branch must be protected and Code Owner approval must be enabled.",True,False,,,A,hard,false,
Computer - GitLab,GitLab merge requests are used to review and propose changes before merging.,True,False,,,A,easy,false,
Computer - GitLab,A merge request must always come from the same project and can never come from a fork.,True,False,,,B,medium,false,
Computer - GitLab,"In fork-based workflows, the merge request source and target can belong to different projects.",True,False,,,A,medium,false,
Computer - GitLab,Merge requests can include discussions and code review feedback.,True,False,,,A,easy,false,
Computer - GitLab,A merged results pipeline acts as though source branch changes have already been merged into the target branch.,True,False,,,A,hard,false,
Computer - GitLab,Merge trains are used to test queued merge requests together before they merge.,True,False,,,A,hard,false,
Computer - GitLab,"GitLab issues can be used to track bugs, tasks, or other work.",True,False,,,A,easy,false,
Computer - GitLab,GitLab issue boards display issues as cards in workflow lists.,True,False,,,A,easy,false,
Computer - GitLab,"GitLab milestones can group issues, epics, and merge requests to track progress toward a goal.",True,False,,,A,easy,false,
Computer - GitLab,"Project labels can be assigned only within their project, while group labels can be used across projects in the group.",True,False,,,A,medium,false,
Computer - GitLab,Instance labels are created by instance administrators and copied to new projects.,True,False,,,A,hard,false,
Computer - GitLab,GitLab groups can contain projects and subgroups.,True,False,,,A,easy,false,
Computer - GitLab,A user assigned the Guest role generally has more permissions than an Owner.,True,False,,,B,easy,false,
Computer - GitLab,The Owner role has the most permissions among GitLab default roles.,True,False,,,A,easy,false,
Computer - GitLab,GitLab webhooks can send event payloads to external services.,True,False,,,A,medium,false,
Computer - GitLab,GitLab is only a CI/CD runner and cannot host Git repositories.,True,False,,,B,easy,false,
