category_name,question_text,option_a,option_b,option_c,option_d,correct_answer,complexity,disabled,image_url
Computer - Traefik v2,Which Traefik concept best matches this description: middleware used to add or modify HTTP headers and security headers.,Provider,ServersTransport,StripPrefix middleware,Headers middleware,D,medium,false,
Computer - Traefik v2,Which Traefik concept best matches this description: middleware that restricts access based on client IP ranges.,Service,IPAllowList middleware,RateLimit middleware,Health check,B,medium,false,
Computer - Traefik v2,Which Traefik concept best matches this description: middleware that retries failed requests according to configured rules.,Retry middleware,Headers middleware,PathPrefix matcher,Provider,A,medium,false,
Computer - Traefik v2,Which Traefik concept best matches this description: middleware that composes several middlewares into one reusable sequence.,IngressRoute,Middleware,Chain middleware,Sticky sessions,C,medium,false,
Computer - Traefik v2,Which Traefik concept best matches this description: logs that record incoming requests handled by Traefik.,StripPrefix middleware,RateLimit middleware,Access logs,Weighted service,C,medium,false,
Computer - Traefik v2,Which Traefik concept best matches this description: observability data exposed for monitoring systems such as Prometheus.,Docker provider,Metrics,Static configuration,File provider,B,medium,false,
Computer - Traefik v2,Which Traefik concept best matches this description: distributed request trace data exported to tracing backends.,Service,Kubernetes Pod,IPAllowList middleware,Tracing,D,medium,false,
Computer - Traefik v2,"Which Traefik concept best matches this description: Traefik UI for observing routers, services, middlewares, and entryPoints.",Dashboard,Router,Headers middleware,RedirectScheme middleware,A,medium,false,
Computer - Traefik v2,Which Traefik concept best matches this description: a provider that lets Traefik consume Kubernetes Gateway API resources.,Metrics,TraefikService,Headers middleware,Kubernetes Gateway API provider,D,hard,false,
Computer - Traefik v2,Which Traefik concept best matches this description: a provider that discovers dynamic configuration from Docker labels.,ServersTransport,Docker provider,RedirectScheme middleware,Priority,B,medium,false,
Computer - Traefik v2,Which Traefik concept best matches this description: a provider that loads dynamic configuration from files.,File provider,Docker image,Host matcher,TLS termination,A,medium,false,
Computer - Traefik v2,Which Traefik object connects matching requests to backend services?,Router,Provider,Certificate store only,Container runtime,A,easy,false,https://doc.traefik.io/traefik/v3.3/assets/img/routers.png
Computer - Traefik v2,"In the router diagram, which Traefik concept may update a request before forwarding to the service?",Middleware,EntryPoint,ACME account,Docker socket,A,easy,false,https://doc.traefik.io/traefik/v3.3/assets/img/routers.png
Computer - Traefik v2,Which matcher is commonly used to route traffic for example.com?,Host(`example.com`),Port(`example.com`),HeaderOnly(`example.com`),DNS(`example.com`),A,medium,false,
Computer - Traefik v2,Which matcher is commonly used for all paths under /api?,PathPrefix(`/api`),Host(`/api`),Method(`/api`),ClientIP(`/api`),A,medium,false,
Computer - Traefik v2,Which static configuration item commonly defines :80 and :443?,entryPoints,middlewares,weighted services,Kubernetes Secrets only,A,easy,false,
Computer - Traefik v2,What is the purpose of a Traefik provider?,Discover or load dynamic configuration,Store Prometheus metrics only,Issue Kubernetes service accounts,Compile middleware plugins,A,medium,false,
Computer - Traefik v2,Which provider commonly uses container labels for dynamic configuration?,Docker provider,ACME provider,RBAC provider,DORA provider,A,easy,false,
Computer - Traefik v2,Which middleware redirects HTTP requests to HTTPS?,RedirectScheme,StripPrefix,Buffering,PassTLSClientCert,A,easy,false,
Computer - Traefik v2,Which middleware removes a configured URL prefix before forwarding?,StripPrefix,AddPrefix,ForwardAuth,Compress,A,easy,false,
Computer - Traefik v2,Which middleware sends authentication checks to another service?,ForwardAuth,AddPrefix,Retry,ContentType,A,medium,false,
Computer - Traefik v2,Which middleware is used to restrict requests by client IP ranges?,IPAllowList,RateLimit,DigestAuth,GrpcWeb,A,medium,false,
Computer - Traefik v2,Which middleware can group multiple middlewares into a reusable sequence?,Chain,Headers,RedirectRegex,InFlightReq,A,medium,false,
Computer - Traefik v2,Which Traefik feature is commonly used to obtain Let’s Encrypt certificates?,ACME certificate resolver,Kubernetes ReplicaSet,Kong Service,Argo CD health check,A,medium,false,
Computer - Traefik v2,Which ACME challenge is especially useful for wildcard certificates?,DNS-01,HTTP-01 only,TCP-01,UDP-01,A,hard,false,
Computer - Traefik v2,Which Traefik routing type uses HostSNI matchers?,TCP router,UDP router,HTTP middleware,File provider only,A,hard,false,
Computer - Traefik v2,Which Traefik CRD defines advanced HTTP routing in Kubernetes?,IngressRoute,NetworkPolicy,ClusterRole,ApplicationSet,A,medium,false,
Computer - Traefik v2,Which CRD can define weighted services in Traefik Kubernetes CRD configuration?,TraefikService,IngressClass,SecretStore,GatewayService,A,hard,false,
Computer - Traefik v2,Which Traefik service feature sends a copy of traffic to a secondary backend?,Mirroring,Tainting,Pruning,Self-healing,A,hard,false,
Computer - Traefik v2,Which service feature divides traffic between multiple backends using percentages or weights?,Weighted service,ForwardAuth,Headers middleware,Static configuration,A,medium,false,
Computer - Traefik v2,Which service feature checks whether backend servers are available?,Health check,DNS challenge,Provider label,Sync wave,A,medium,false,
Computer - Traefik v2,Which object controls backend connection options such as TLS settings to servers?,ServersTransport,IngressClassName,Dex connector,Kong Consumer,A,hard,false,
Computer - Traefik v2,Which observability output records each request handled by Traefik?,Access logs,ApplicationSet,RBAC audit policy,ConfigMap checksum,A,easy,false,
Computer - Traefik v2,Which observability feature provides time-series values to systems like Prometheus?,Metrics,Static configuration,ACME account,DNS-01,A,easy,false,
Computer - Traefik v2,Which observability feature follows a request across services?,Tracing,Rate limiting,TLS passthrough,Kubernetes labels,A,medium,false,
Computer - Traefik v2,"Which Traefik configuration type is best for routers, services, and middlewares discovered after startup?",Dynamic configuration,Static-only configuration,Kernel configuration,RBAC configuration,A,medium,false,
Computer - Traefik v2,Which Traefik configuration type is best for enabling providers and defining entryPoints?,Static configuration,Dynamic configuration only,Health check only,Route annotation only,A,medium,false,
Computer - Traefik v2,Which TLS mode sends encrypted traffic through Traefik without decrypting it?,TLS passthrough,TLS termination,HTTP BasicAuth,DNS-01,A,hard,false,
Computer - Traefik v2,Which TLS mode lets Traefik decrypt HTTPS before forwarding to a backend?,TLS termination,TLS passthrough,UDP routing,ACME DNS only,A,medium,false,
Computer - Traefik v2,Which Traefik provider consumes Kubernetes IngressRoute resources?,Kubernetes CRD provider,File provider,Docker provider,HTTP provider,A,medium,false,
Computer - Traefik v2,Which provider lets Traefik load dynamic configuration from YAML or TOML files?,File provider,Kubernetes Ingress provider,Docker provider,Consul Catalog provider,A,easy,false,
Computer - Traefik v2,Which router setting helps choose between multiple matching routers?,priority,weight,healthCheck.path,secretName,A,medium,false,
Computer - Traefik v2,Which middleware is best for adding HTTP security headers such as HSTS?,Headers,StripPrefix,Retry,InFlightReq,A,medium,false,
Computer - Traefik v2,Which middleware retries requests after certain backend failures?,Retry,ForwardAuth,DigestAuth,IPAllowList,A,medium,false,
Computer - Traefik v2,Which object on the router usually names the backend service to receive traffic?,service,provider,certResolver,dashboard,A,easy,false,
Computer - Traefik v2,Which element is the first network listener a request reaches in Traefik routing?,EntryPoint,Middleware,Service,Weighted service,A,easy,false,https://doc.traefik.io/traefik/v3.3/assets/img/routers.png
Computer - Traefik v2,True or False: A Traefik router connects incoming requests to services that can handle them.,True,False,,,A,easy,false,
Computer - Traefik v2,True or False: Middlewares can update a request before Traefik forwards it to a service.,True,False,,,A,easy,false,
Computer - Traefik v2,True or False: EntryPoints define where Traefik listens for network traffic.,True,False,,,A,easy,false,
Computer - Traefik v2,True or False: Providers are never used for dynamic configuration in Traefik.,True,False,,,B,medium,false,
Computer - Traefik v2,True or False: The Docker provider can discover configuration from Docker labels.,True,False,,,A,medium,false,
Computer - Traefik v2,True or False: The File provider is only for TLS certificates and cannot define routers.,True,False,,,B,medium,false,
Computer - Traefik v2,True or False: The RedirectScheme middleware can redirect requests from HTTP to HTTPS.,True,False,,,A,easy,false,
Computer - Traefik v2,True or False: StripPrefix adds a prefix to a request path.,True,False,,,B,easy,false,
Computer - Traefik v2,True or False: ForwardAuth delegates authorization or authentication decisions to another service.,True,False,,,A,medium,false,
Computer - Traefik v2,True or False: IPAllowList is used to restrict traffic by client IP ranges.,True,False,,,A,medium,false,
Computer - Traefik v2,True or False: ACME certificate resolvers can be used for Let’s Encrypt certificate automation.,True,False,,,A,medium,false,
Computer - Traefik v2,True or False: DNS-01 validation can be useful when requesting wildcard certificates.,True,False,,,A,hard,false,
Computer - Traefik v2,True or False: TLS passthrough terminates TLS at Traefik and forwards plaintext HTTP.,True,False,,,B,hard,false,
Computer - Traefik v2,True or False: A TCP router can use HostSNI matchers.,True,False,,,A,hard,false,
Computer - Traefik v2,True or False: A UDP router uses HTTP Host and Path matchers.,True,False,,,B,hard,false,
Computer - Traefik v2,True or False: IngressRoute is a Traefik Kubernetes CRD.,True,False,,,A,medium,false,
Computer - Traefik v2,True or False: TraefikService can be used for weighted or mirrored services in Traefik CRD configs.,True,False,,,A,hard,false,
Computer - Traefik v2,True or False: Weighted services split traffic between services according to weights.,True,False,,,A,medium,false,
Computer - Traefik v2,True or False: Mirroring sends only the primary response back to the client while copying traffic elsewhere.,True,False,,,A,hard,false,
Computer - Traefik v2,True or False: Access logs are the same thing as certificate resolvers.,True,False,,,B,easy,false,
Computer - Traefik v2,True or False: Metrics and tracing are part of Traefik observability.,True,False,,,A,easy,false,
Computer - Traefik v2,True or False: Router priority can help resolve which matching router handles a request.,True,False,,,A,medium,false,
Computer - Traefik v2,True or False: Middlewares always run after the backend service has already returned a response and never before forwarding.,True,False,,,B,easy,false,
Computer - Traefik v2,True or False: Static configuration commonly includes entryPoints and provider definitions.,True,False,,,A,medium,false,
Computer - Traefik v2,"True or False: Dynamic configuration commonly includes routers, services, and middlewares.",True,False,,,A,medium,false,
