category_name,question_text,option_a,option_b,option_c,option_d,correct_answer,complexity,disabled,image_url
Computer - Git Source Control,"Which Git command shows a compact, graph-style history?",git status --graph,git branch --graph,git diff --graph,git log --oneline --graph,D,medium,false,
Computer - Git Source Control,Which Git command checks whether a path is ignored and can explain the matching rule?,git check-ignore -v <path>,git status --ignored-only <path>,git config --ignore <path>,git clean --explain <path>,A,hard,false,
Computer - Git Source Control,Which Git command lists files tracked in the index?,git list-index,git ls-files,git status --tracked-only,git show-files,B,hard,false,
Computer - Git Source Control,Which Git command lists tags matching a pattern?,"git branch -l ""v*""","git show-ref --heads ""v*""","git tag -l ""v*""","git remote -l ""v*""",C,medium,false,
Computer - Git Source Control,Which Git command initializes a repository with main as the initial branch name?,git init --default=main,git branch --initial main,git config --init main,git init --initial-branch=main,D,medium,false,
Computer - Git Source Control,Which Git command creates a signed commit when signing is configured?,git commit -S,git sign-commit,git commit --verify-tag,git tag -S --commit,A,hard,false,
Computer - Git Source Control,Which Git command verifies the signature of a signed tag?,git verify-commit <tag>,git tag -v <tag>,git status -v <tag>,git remote verify <tag>,B,hard,false,
Computer - Git Source Control,Which Git command records and reuses prior conflict resolutions?,git rebase --reuse,git merge --memory,git rerere,git conflict-cache,C,hard,false,
Computer - Git Source Control,Which Git command displays the contents or type of a Git object?,git object-show,git ls-tree-only,git hash-print,git cat-file,D,hard,false,
Computer - Git Source Control,Which Git command prints the absolute path to the top-level working tree directory?,git rev-parse --show-toplevel,git status --root,git branch --top-level,git remote --show-root,A,hard,false,
Computer - Git Source Control,Which Git command shows the current branch name only?,git status --branch-only,git branch --show-current,git name-branch --current-only,git rev-parse --branch,B,medium,false,
Computer - Git Source Control,Which Git command adds notes to an object without changing the object itself?,git tag --note,git commit --note,git notes add,git stash note,C,hard,false,
Computer - Git Source Control,Which Git command describes a commit using the closest reachable tag name when possible?,git explain,git tag --describe,git show --nearest-tag,git describe,D,hard,false,
Computer - Git Source Control,Which Git command summarizes commit history grouped by author?,git shortlog,git blame --summary,git log --authors-only,git show-ref --authors,A,medium,false,
Computer - Git Source Control,Which Git command formats commits as email-style patch files?,git diff --email,git format-patch,git patch-format,git send-pack,B,hard,false,
Computer - Git Source Control,Which Git command applies patches from a mailbox and creates commits?,git apply --commit,git mail-merge,git am,git patch-commit,C,hard,false,
Computer - Git Source Control,Which Git command applies a patch to files without automatically creating a commit?,git am --no-commit,git merge-file --patch,git commit --patch-file,git apply,D,medium,false,
Computer - Git Source Control,Which Git command lists references in a local repository?,git show-ref,git status-ref,git branch --all --urls,git log-ref,A,hard,false,
Computer - Git Source Control,Which Git command expires or removes reflog entries based on policy?,git reflog prune-now,git reflog expire,git gc --reflog-only,git branch --expire,B,hard,false,
Computer - Git Source Control,Which Git command creates a bare repository?,git init --empty-tree,git clone --worktree,git init --bare,git branch --bare,C,medium,false,
Computer - Git Source Control,Which Git command creates a mirrored bare clone with all refs configured for mirroring?,git clone --all-branches <url>,git fetch --mirror <url>,git remote mirror <url>,git clone --mirror <url>,D,hard,false,
Computer - Git Source Control,Which Git command creates a shallow clone with only the latest commit history?,git clone --depth 1 <url>,git clone --sparse-only <url>,git clone --no-objects <url>,git fetch --depth latest <url>,A,medium,false,
Computer - Git Source Control,Which Git command enables sparse checkout support in a working tree?,git checkout --sparse-init,git sparse-checkout init,git worktree sparse,git clone --paths-only,B,hard,false,
Computer - Git Source Control,Which Git command adds paths to a sparse-checkout definition using cone mode workflows?,git add --sparse <paths>,git checkout --set-sparse <paths>,git sparse-checkout set <paths>,git filter-branch --paths <paths>,C,hard,false,
Computer - Git Source Control,Which Git command initializes Git Large File Storage tracking for a pattern after Git LFS is installed?,"git track-lfs ""*.psd""","git add --large ""*.psd""","git annex track ""*.psd""","git lfs track ""*.psd""",D,medium,false,
Computer - Git Source Control,"Which Git command shows all branches, including remote-tracking branches?",git branch -a,git remote -a,git status -a,git log -a,A,easy,false,
Computer - Git Source Control,Which Git command shows verbose branch information including upstream tracking?,git remote -vv,git branch -vv,git log -vv,git status --vv --all,B,medium,false,
Computer - Git Source Control,Which Git command changes the upstream branch for the current branch?,git remote --set-upstream origin/main,git push --set-base origin/main,git branch --set-upstream-to=origin/main,git config branch.upstream origin/main,C,medium,false,
Computer - Git Source Control,Which Git command deletes a branch on a remote using the explicit delete syntax?,git branch --delete origin <branch>,git remote --delete <branch>,git fetch --delete origin <branch>,git push --delete origin <branch>,D,medium,false,
Computer - Git Source Control,Which Git command safely force-pushes only if the remote branch still points where expected?,git push --force-with-lease,git push --force-anyway,git push --overwrite-tracked,git push --lease-lock,A,hard,false,
Computer - Git Source Control,Which Git command shows the merge base between two commits?,git merge --base <a> <b>,git merge-base <a> <b>,git diff-base <a> <b>,git branch-base <a> <b>,B,hard,false,
Computer - Git Source Control,Which Git command performs a three-way file merge outside the normal branch merge workflow?,git file-merge-branch,git diff3 --commit,git merge-file,git resolve-file --index,C,hard,false,
Computer - Git Source Control,Which Git command can search tracked content for a text pattern?,git find <pattern>,git log --grep-files <pattern>,git status --search <pattern>,git grep <pattern>,D,medium,false,
Computer - Git Source Control,Which Git command can find commits whose message matches a pattern?,git log --grep=<pattern>,git grep --commits <pattern>,git show --message <pattern>,git blame --grep <pattern>,A,medium,false,
Computer - Git Source Control,Which Git command can show commits that added or removed a particular string?,git grep -S<string>,git log -S<string>,git diff --string-history <string>,git blame -S<string>,B,hard,false,
Computer - Git Source Control,Which Git command can show commits that changed lines matching a regular expression?,git grep --history <regex>,git diff -G --files <regex>,git log -G<regex>,git show-ref -G<regex>,C,hard,false,
Computer - Git Source Control,Which Git command checks for whitespace errors in a patch or diff?,git status --lint,git add --validate,git commit --whitespace-only,git diff --check,D,medium,false,
Computer - Git Source Control,Which Git command prunes stale worktree administrative data?,git worktree prune,git gc --worktrees,git clean --worktrees,git branch --prune-worktrees,A,hard,false,
Computer - Git Source Control,Which Git command lists linked worktrees?,git branch --worktrees,git worktree list,git status --all-worktrees,git remote --worktrees,B,medium,false,
Computer - Git Source Control,"In Git terminology, what is the index?",A remote server that stores tags only,The default branch name,The staging area that holds the next commit contents,A file that records ignored patterns,C,easy,false,
Computer - Git Source Control,What does HEAD normally refer to in a Git repository?,The newest commit on every remote branch,The first commit ever created,The folder that stores ignored files,The currently checked-out branch or commit,D,easy,false,
Computer - Git Source Control,What is a Git branch?,A movable reference that points to a commit,A full copy of the repository stored in every commit,A network connection to a remote,A compressed backup of the working tree,A,easy,false,
Computer - Git Source Control,What is a fast-forward merge?,A merge that always creates a conflict,Moving a branch pointer forward when no divergent commits require a merge commit,A merge that deletes the source branch automatically,A merge that copies only untracked files,B,medium,false,
Computer - Git Source Control,Why is git revert often preferred for undoing changes already shared with others?,It permanently deletes the remote repository,It hides the commit from git log without a new commit,It creates a new commit instead of rewriting existing public history,It converts a repository from distributed to centralized,C,medium,false,
Computer - Git Source Control,Which reset mode leaves both the index and working tree as they were while moving HEAD?,git reset --mixed,git reset --hard,git clean -fd,git reset --soft,D,medium,false,
Computer - Git Source Control,Which reset mode is the default when no mode is supplied to git reset <commit>?,mixed,soft,hard,bare,A,medium,false,
Computer - Git Source Control,Which reset mode can overwrite both the index and working tree to match the target commit?,soft,hard,mixed,cached,B,medium,false,
Computer - Git Source Control,What does a remote-tracking branch such as origin/main represent?,A branch that cannot be fetched,A tag that always points to HEAD,Git's local record of a branch state on a remote,A server-side hook script,C,medium,false,
Computer - Git Source Control,What is an upstream branch used for?,The first branch created by git init,A branch that only stores tags,A branch containing only untracked files,The default remote branch that a local branch pulls from and pushes to,D,medium,false,
Computer - Git Source Control,What does .gitignore do?,Specifies untracked file patterns that Git should normally ignore,Encrypts commits before pushing,Deletes ignored files automatically from every clone,Prevents tracked files from ever changing,A,easy,false,
Computer - Git Source Control,Why would you use git rm --cached after adding a pattern to .gitignore?,To remove a remote named cached,To stop tracking a file while leaving it in the working directory,To delete every ignored file from disk,To turn a lightweight tag into an annotated tag,B,medium,false,
Computer - Git Source Control,What is a bare repository?,A repository without any commit objects,A repository that cannot be pushed to,A repository that has no normal working tree,A repository containing only Git LFS files,C,medium,false,
Computer - Git Source Control,What does a detached HEAD state mean?,The .git directory was deleted,The remote origin is missing,The current branch is protected,HEAD points directly to a commit rather than to a branch name,D,medium,false,
Computer - Git Source Control,What is the main purpose of git bisect?,Find the commit that introduced a problem by binary search,Split one commit into multiple branches,Compress all objects into a bundle,Convert CRLF line endings to LF,A,medium,false,
Computer - Git Source Control,What does git reflog help recover?,Passwords stored in remote URLs,Recent local reference positions such as old HEAD values,Files ignored by .gitignore only,Artifacts from CI jobs,B,medium,false,
Computer - Git Source Control,What is a merge conflict?,A warning that a branch has no commits,A remote authentication success message,A situation where Git cannot automatically combine competing changes,A tag whose name matches a branch,C,easy,false,
Computer - Git Source Control,What is a merge commit?,A commit with no author,A commit that stores only file permissions,A commit created only by git stash list,A commit with multiple parents that records a branch merge,D,medium,false,
Computer - Git Source Control,What is the difference between an annotated tag and a lightweight tag?,An annotated tag is a tag object with metadata; a lightweight tag is mainly a ref,A lightweight tag can be signed but annotated tags cannot,Annotated tags move automatically with branches,Lightweight tags can only point to remote branches,A,medium,false,
Computer - Git Source Control,What is Git LFS designed for?,Replacing commits with SQL rows,Managing large file content with pointer files in Git and large content in LFS storage,Running server-side hooks in every clone,Preventing binary files from being tracked at all,B,medium,false,
Computer - Git Source Control,What is a Git submodule?,A branch that exists only in the index,A tag that contains a merge conflict,A repository recorded inside another repository at a specific commit,A Git hook that runs during clone,C,hard,false,
Computer - Git Source Control,What is a Git worktree useful for?,Encrypting all branch names,Deleting all remote-tracking branches,Replacing the index with a tag,Checking out more than one branch from the same repository data in separate directories,D,hard,false,
Computer - Git Source Control,What is a shallow clone?,A clone with limited history depth,A clone that contains no working tree by definition,A clone that excludes all tracked files,A clone that can never fetch more history,A,medium,false,
Computer - Git Source Control,What is sparse checkout?,A way to delete all untracked files,A way to populate only selected paths in the working tree,A mode where commits contain only messages,A feature that makes tags mutable,B,hard,false,
Computer - Git Source Control,What is a refspec?,A file that lists ignored paths only,A rule for commit message grammar only,A mapping that describes which refs to fetch or push and where to store them,A checksum of a working-tree directory,C,hard,false,
Computer - Git Source Control,What does --force-with-lease protect against compared with a blind force push?,Pushing to a repository without network access,Creating a tag with no message,Skipping pre-commit hooks,Overwriting remote work that appeared after your last known remote state,D,hard,false,
Computer - Git Source Control,Which description best matches the Git object model?,"Commits point to trees, trees point to blobs and other trees",Branches store file contents directly as plain text,Tags are the only objects stored in .git,The index is uploaded as a remote repository,A,hard,false,
Computer - Git Source Control,What is the practical meaning of HEAD~3?,The third remote named HEAD,The third first-parent ancestor of HEAD,Three tags after HEAD alphabetically,A pathspec containing three files,B,hard,false,
Computer - Git Source Control,What does HEAD^2 usually refer to?,The second newest tag named HEAD,Two commits after HEAD,The second parent of a merge commit,The second file in the index,C,hard,false,
Computer - Git Source Control,What does git log A..B list?,Commits reachable from both A and B only,Only merge commits between two dates,All ignored files between A and B,Commits reachable from B that are not reachable from A,D,hard,false,
Computer - Git Source Control,"In Git, what does a commit hash identify?",A specific object based on its content and metadata,Only a branch name chosen by a user,A remote server account password,A local file path that never changes,A,medium,false,
Computer - Git Source Control,What does git add -p let you do?,Push only protected branches,Interactively stage selected hunks instead of whole-file changes,Delete only ignored directories,Convert tags into branches,B,medium,false,
Computer - Git Source Control,What is the main purpose of Git hooks?,Store remote credentials inside commits,Create default branch names on GitHub only,Run custom scripts at specific points in Git workflows,Make Git a centralized-only system,C,medium,false,
Computer - Git Source Control,Which statement about client-side Git hooks is most accurate?,They are always stored in remote-tracking branches,They run only on GitLab servers,They replace the need for commits,They are local to a clone and are not automatically copied by git clone,D,hard,false,
Computer - Git Source Control,What is the commit graph in Git?,A directed acyclic graph of commits connected by parent links,A spreadsheet of branch names sorted alphabetically,A server-only database table of ignored files,A list of files in the current working tree only,A,hard,false,
Computer - Git Source Control,Git is a distributed version control system.,True,False,,,A,easy,false,
Computer - Git Source Control,A Git repository can create commits locally without an internet connection.,True,False,,,A,easy,false,
Computer - Git Source Control,The staging area is also commonly called the index.,True,False,,,A,easy,false,
Computer - Git Source Control,git commit automatically includes every untracked file in the working directory.,True,False,,,B,easy,false,
Computer - Git Source Control,"Modified tracked files must be staged before a normal git commit includes them, unless a workflow such as git commit -a is used.",True,False,,,A,medium,false,
Computer - Git Source Control,git commit -a stages untracked files automatically.,True,False,,,B,medium,false,
Computer - Git Source Control,"git status can show which files are staged, unstaged, or untracked.",True,False,,,A,easy,false,
Computer - Git Source Control,git diff shows unstaged changes by default.,True,False,,,A,easy,false,
Computer - Git Source Control,git diff --staged compares staged changes with HEAD.,True,False,,,A,medium,false,
Computer - Git Source Control,git add -p can interactively stage selected hunks.,True,False,,,A,medium,false,
Computer - Git Source Control,A Git branch is a movable pointer to a commit.,True,False,,,A,easy,false,
Computer - Git Source Control,A branch stores a full separate copy of every file for every checkout.,True,False,,,B,easy,false,
Computer - Git Source Control,"HEAD usually points to the current branch, but it can point directly to a commit in detached HEAD state.",True,False,,,A,medium,false,
Computer - Git Source Control,Detached HEAD state makes it impossible to create commits.,True,False,,,B,medium,false,
Computer - Git Source Control,A commit can usually be referenced by a shortened hash if the abbreviation is unambiguous.,True,False,,,A,medium,false,
Computer - Git Source Control,Changing a commit message changes the resulting commit ID.,True,False,,,A,medium,false,
Computer - Git Source Control,Git commits record author and committer metadata.,True,False,,,A,medium,false,
Computer - Git Source Control,The commit graph in Git is a directed acyclic graph.,True,False,,,A,hard,false,
Computer - Git Source Control,A merge commit has more than one parent.,True,False,,,A,medium,false,
Computer - Git Source Control,A merge commit always has exactly one parent.,True,False,,,B,medium,false,
Computer - Git Source Control,A fast-forward merge can move a branch pointer without creating a merge commit.,True,False,,,A,medium,false,
Computer - Git Source Control,A fast-forward merge is always possible after two branches have diverged.,True,False,,,B,medium,false,
Computer - Git Source Control,git merge --no-ff can force a merge commit even when a fast-forward would be possible.,True,False,,,A,hard,false,
Computer - Git Source Control,A merge conflict means Git could not automatically reconcile competing changes.,True,False,,,A,easy,false,
Computer - Git Source Control,Conflict markers in files commonly include text such as <<<<<<<.,True,False,,,A,easy,false,
Computer - Git Source Control,The best way to resolve any merge conflict is to delete the repository and clone again.,True,False,,,B,easy,false,
Computer - Git Source Control,git rerere can record and reuse conflict resolutions.,True,False,,,A,hard,false,
Computer - Git Source Control,git rebase usually creates new commit IDs for commits it replays.,True,False,,,A,medium,false,
Computer - Git Source Control,Rebasing shared public history can disrupt collaborators if done without coordination.,True,False,,,A,medium,false,
Computer - Git Source Control,git rebase --abort is used to abandon an in-progress rebase and return to the pre-rebase state.,True,False,,,A,medium,false,
Computer - Git Source Control,git rebase --continue is used after resolving conflicts during an in-progress rebase.,True,False,,,A,medium,false,
Computer - Git Source Control,git rebase --skip skips the commit that caused the current conflict.,True,False,,,A,hard,false,
Computer - Git Source Control,git revert creates a new commit that reverses earlier changes.,True,False,,,A,medium,false,
Computer - Git Source Control,git revert rewrites the existing commit being reverted.,True,False,,,B,medium,false,
Computer - Git Source Control,git reset --soft moves HEAD while preserving the index and working tree.,True,False,,,A,medium,false,
Computer - Git Source Control,git reset --mixed is the default mode and resets the index while leaving the working tree alone.,True,False,,,A,medium,false,
Computer - Git Source Control,git reset --hard can discard local changes in the index and working tree.,True,False,,,A,medium,false,
Computer - Git Source Control,git reset --hard only changes the staging area and never affects working-tree files.,True,False,,,B,medium,false,
Computer - Git Source Control,Using git reset with a pathspec can update the index without moving HEAD.,True,False,,,A,hard,false,
Computer - Git Source Control,git restore --staged can unstage a file.,True,False,,,A,medium,false,
Computer - Git Source Control,git restore <file> can restore a tracked file in the working tree.,True,False,,,A,easy,false,
Computer - Git Source Control,git clean -fd can remove untracked files and directories.,True,False,,,A,medium,false,
Computer - Git Source Control,git clean is intended to remove tracked modified files from history.,True,False,,,B,medium,false,
Computer - Git Source Control,git stash stores uncommitted changes outside the current branch history.,True,False,,,A,easy,false,
Computer - Git Source Control,git stash pop keeps the stash entry after a successful apply.,True,False,,,B,medium,false,
Computer - Git Source Control,git stash apply can apply a stash while leaving the stash entry in the list.,True,False,,,A,medium,false,
Computer - Git Source Control,"An annotated tag stores metadata such as a tagger, date, and message.",True,False,,,A,medium,false,
Computer - Git Source Control,A lightweight tag is essentially a simple reference to an object.,True,False,,,A,medium,false,
Computer - Git Source Control,Tags automatically move every time the branch they were created on advances.,True,False,,,B,easy,false,
Computer - Git Source Control,A normal git push does not necessarily push all local tags.,True,False,,,A,medium,false,
Computer - Git Source Control,git push --tags pushes tags to the remote.,True,False,,,A,medium,false,
Computer - Git Source Control,.gitignore prevents already tracked files from being versioned without any additional command.,True,False,,,B,medium,false,
Computer - Git Source Control,git rm --cached can stop tracking a file while leaving the working copy on disk.,True,False,,,A,medium,false,
Computer - Git Source Control,Git does not track empty directories directly.,True,False,,,A,medium,false,
Computer - Git Source Control,A bare repository has no ordinary working tree.,True,False,,,A,medium,false,
Computer - Git Source Control,git clone --bare creates a repository without a working tree.,True,False,,,A,medium,false,
Computer - Git Source Control,git clone --mirror creates a mirrored bare clone with all refs configured for mirroring.,True,False,,,A,hard,false,
Computer - Git Source Control,git clone --depth 1 creates a shallow clone with limited history.,True,False,,,A,medium,false,
Computer - Git Source Control,A shallow clone can never fetch additional history later.,True,False,,,B,medium,false,
Computer - Git Source Control,Sparse checkout can limit which paths are populated in the working tree.,True,False,,,A,hard,false,
Computer - Git Source Control,Partial clone can lazily fetch missing objects when needed.,True,False,,,A,hard,false,
Computer - Git Source Control,Git LFS stores pointer files in Git and keeps large content in LFS storage.,True,False,,,A,medium,false,
Computer - Git Source Control,Git cannot version binary files at all.,True,False,,,B,easy,false,
Computer - Git Source Control,A submodule records another repository at a specific commit.,True,False,,,A,hard,false,
Computer - Git Source Control,Updating the submodule commit pointer usually requires committing the change in the superproject.,True,False,,,A,hard,false,
Computer - Git Source Control,git submodule update --init can initialize submodules after a clone.,True,False,,,A,hard,false,
Computer - Git Source Control,git worktree allows multiple working directories to share one repository database.,True,False,,,A,hard,false,
Computer - Git Source Control,Git normally allows the same branch to be checked out in multiple linked worktrees at once without warning.,True,False,,,B,hard,false,
Computer - Git Source Control,git worktree prune cleans stale worktree administrative information.,True,False,,,A,hard,false,
Computer - Git Source Control,git bisect uses binary search to locate a bad commit.,True,False,,,A,medium,false,
Computer - Git Source Control,git blame can show the commit and author associated with each line of a file.,True,False,,,A,medium,false,
Computer - Git Source Control,git log --follow can help trace a file history across renames.,True,False,,,A,medium,false,
Computer - Git Source Control,git reflog records local reference updates such as previous HEAD positions.,True,False,,,A,medium,false,
Computer - Git Source Control,A reflog is automatically shared with every clone of the repository.,True,False,,,B,medium,false,
Computer - Git Source Control,git cherry-pick applies the change introduced by an existing commit onto the current branch.,True,False,,,A,medium,false,
Computer - Git Source Control,A normal cherry-pick creates a new commit with a new ID rather than preserving the exact original commit object.,True,False,,,A,medium,false,
Computer - Git Source Control,git commit --amend replaces the most recent commit with a new commit object.,True,False,,,A,medium,false,
Computer - Git Source Control,Amending a public commit can require care because the commit ID changes.,True,False,,,A,medium,false,
Computer - Git Source Control,git status -s shows a short status format.,True,False,,,A,easy,false,
Computer - Git Source Control,git status shows ignored files by default without any flags.,True,False,,,B,medium,false,
Computer - Git Source Control,"git config supports local, global, and system scopes.",True,False,,,A,easy,false,
Computer - Git Source Control,Repository-local configuration is commonly stored in .git/config.,True,False,,,A,medium,false,
Computer - Git Source Control,Global Git configuration is commonly stored in a user-level file such as ~/.gitconfig.,True,False,,,A,medium,false,
Computer - Git Source Control,core.autocrlf can affect line-ending conversion behavior.,True,False,,,A,medium,false,
Computer - Git Source Control,"gitattributes can help define text, binary, filter, and diff behavior for paths.",True,False,,,A,hard,false,
Computer - Git Source Control,git mv is a convenience that stages a rename or move.,True,False,,,A,easy,false,
Computer - Git Source Control,git rm removes a tracked file from the index and the working tree by default.,True,False,,,A,easy,false,
Computer - Git Source Control,git remote -v lists remotes with URLs.,True,False,,,A,easy,false,
Computer - Git Source Control,git remote rename can rename a configured remote.,True,False,,,A,medium,false,
Computer - Git Source Control,git fetch --prune deletes local branches that you created manually.,True,False,,,B,medium,false,
Computer - Git Source Control,An upstream branch lets Git know the default remote branch for pull and push behavior.,True,False,,,A,medium,false,
Computer - Git Source Control,git branch -vv can display branch tracking information.,True,False,,,A,medium,false,
Computer - Git Source Control,A refspec maps refs between local and remote namespaces for fetch or push.,True,False,,,A,hard,false,
